,title,qualities,offer,offer_price,actual_price,image_link,link
269,Fastrack Revoltt FS1+|2.01'' Biggest UltraVU Display|In...,"Green Strap, Free Size",76% off,"₹1,399","₹5,995",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/u/h/7/-original-imagqhba4sdccuze.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-fs1-2-01-biggest-ultravu-display-industry-best-950-nits-bt-calling-smartwatch/p/itmf558b9cf91ea3?pid=SMWGPM2DH4GDVVB9&lid=LSTSMWGPM2DH4GDVVB9Y9H2WM&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_270&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGPM2DH4GDVVB9.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
270,"WTG T55 1.54"" HD Display Bluetooth Calling, Notificatio...","Black Strap, Regular Wear",76% off,₹699,"₹2,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/3/a/7/39-new-dial-2024-t55-blk-0025-android-ios-wtg-yes-original-imagxgjrwb2cbmuc.jpeg?q=70,https://www.flipkart.com/wtg-t55-1-54-hd-display-bluetooth-calling-notifications-fitness-tracking-ai-voice-smartwatch/p/itm0a2a8e0c715b1?pid=SMWGXGJRQ3GFNFN5&lid=LSTSMWGXGJRQ3GFNFN5WKRWSI&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_271&otracker=browse&fm=organic&iid=en_xMmjpIr86SMHoPRB7i-WiGsAZzpcFt9phs4I5VD9ncIssfiF_MtftXNnnatrh4t5yK7raPf9FKrRpY5f49LxTg%3D%3D&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
271,GENTLEMOB Gen8/Gen9 smartwatch with Bluetooth calling c...,"Gold Strap, Free",55% off,"₹1,790","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/w/x/d/44-220512-android-ios-gentlemob-yes-original-imagwqbjbgkgu43f.jpeg?q=70,https://www.flipkart.com/gentlemob-gen8-gen9-smartwatch-bluetooth-calling-compatible-android-ios/p/itmb274c2213f639?pid=SMWGWQBJCZXGJJDY&lid=LSTSMWGWQBJCZXGJJDYWAIXGW&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_272&otracker=browse&fm=organic&iid=en_xMmjpIr86SMHoPRB7i-WiGsAZzpcFt9phs4I5VD9ncLDrqIBUDkQWx30rGN8niO7-nbdQpOj4oJcXtra9pcUaw%3D%3D&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
272,"Noise Crew Pro BT Calling with 1.4"" display, Metal Fini...","Black Strap, Regular",74% off,"₹1,799","₹6,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/t/2/-original-imagtertvbyctpyr.jpeg?q=70,https://www.flipkart.com/noise-crew-pro-bt-calling-1-4-display-metal-finish-functional-crown-smartwatch/p/itm96493a669abf1?pid=SMWGNHF9BN9PH3P4&lid=LSTSMWGNHF9BN9PH3P4YULMTI&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_273&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGNHF9BN9PH3P4.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
273,"Fire-Boltt Epic Plus with1.83"" 2.5D Curved Glass,SPO2, ...","Grey Strap, Free Size",88% off,"₹1,199","₹9,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/c/j/q/-original-imagkqttuhzrdqjs.jpeg?q=70,https://www.flipkart.com/fire-boltt-epic-plus-with1-83-2-5d-curved-glass-spo2-heart-rate-tracking-touchscreen-smartwatch/p/itm56ab6fafc61f6?pid=SMWGGZ74TAAM5V5K&lid=LSTSMWGGZ74TAAM5V5K2HLYMR&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_274&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGGZ74TAAM5V5K.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
274,"beatXP Sigma 1.38'' HD Display Bluetooth Calling, Healt...","Persian Blue Strap, Free Size",81% off,₹999,"₹5,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/t/w/5/35-05-bxio2012-bxio3004-bxsm3004-android-ios-beatxp-yes-original-imagymyyjwqyrjfw.jpeg?q=70,https://www.flipkart.com/beatxp-sigma-1-38-hd-display-bluetooth-calling-health-tracking-ai-voice-assitant-smartwatch/p/itm32b4f51edd345?pid=SMWGSFEY3HGDJAJT&lid=LSTSMWGSFEY3HGDJAJTMIEPMW&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_275&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGSFEY3HGDJAJT.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
275,"CMF by Nothing Watch Pro, 1.96 AMOLED,BT calling with A...","Silver Strap, Free Size",41% off,"₹3,499","₹5,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/j/z/-original-imagwzk3ze2upgzg.jpeg?q=70,https://www.flipkart.com/cmf-nothing-watch-pro-1-96-amoled-bt-calling-ai-noise-reduction-gps-metallic-grey-smartwatch/p/itm93843889e4f46?pid=SMWGWYQFM93HACRF&lid=LSTSMWGWYQFM93HACRFZQSWGP&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_276&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGWYQFM93HACRF.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
276,GENTLEMOB Gen9 smartwatch 1.96HD BT Caling 4G Network X...,"NA Strap, Free",62% off,"₹1,890","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/b/k/v/40-9gen-android-ios-gentlemob-yes-original-imagvafqb2qm3cr4.jpeg?q=70,https://www.flipkart.com/gentlemob-gen9-smartwatch-1-96hd-bt-caling-4g-network-x9-pro-ultra-gen8/p/itma52d2279f2511?pid=SMWGVAFQHXENFVDV&lid=LSTSMWGVAFQHXENFVDVRAMNIF&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_277&otracker=browse&fm=organic&iid=en_xMmjpIr86SMHoPRB7i-WiGsAZzpcFt9phs4I5VD9ncKiIPPDI6J8qbW9ngiIlYOqGIT9JosJkGHgbhsAjzZTtg%3D%3D&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
277,"Dr Trust USA HealthPal 2 (1.7"" ) Bluetooth Calling Mult...","Black Strap, Free Size",83% off,₹999,"₹6,000",https://rukminim2.flixcart.com/image/612/612/l4bn5ow0/smartwatch/q/0/b/42-92-activity-tracker-heart-rate-sensor-touch-screen-speaker-original-imagf8sbh5kymwh9.jpeg?q=70,https://www.flipkart.com/trust-usa-healthpal-2-1-7-bluetooth-calling-multi-sports-modes-spo2-music-control-smartwatch/p/itma27352b5ac9e4?pid=SMWGF8SBCGBQXZHA&lid=LSTSMWGF8SBCGBQXZHABX7PYB&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_278&otracker=browse&fm=organic&iid=en_xMmjpIr86SMHoPRB7i-WiGsAZzpcFt9phs4I5VD9ncKq6VogRXU6WvAAsFemmJnjHCV-KAz-5vAw9vinv2TTgInfEY2D5bWfIUmTlXs_oiU%3D&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
278,"Fire-Boltt Rise Luxe Stainless Steel Luxury, 1.85"" Disp...","Black Strap, Free Size",89% off,"₹1,599","₹14,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/8/a/e/-original-imagxm59h3zjdypz.jpeg?q=70,https://www.flipkart.com/fire-boltt-rise-luxe-stainless-steel-luxury-1-85-display-games-120-sports-smartwatch/p/itm908863734b2c2?pid=SMWGT3H8EYESNM6K&lid=LSTSMWGT3H8EYESNM6KTDFOI8&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_279&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGT3H8EYESNM6K.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
279,Fastrack Revoltt FR1 Pro|1.3Inch AMOLED display with 60...,"Blue Strap, Free Size",68% off,"₹2,499","₹7,995",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/n/l/y/-original-imagxp8urac5zrza.jpeg?q=70,https://www.flipkart.com/fastrack-revoltt-fr1-pro-1-3inch-amoled-display-600-nits-advanced-bt-calling-chipset-smartwatch/p/itm44aa38ba41204?pid=SMWGPB6YV9DUMFS6&lid=LSTSMWGPB6YV9DUMFS6ZEH609&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_7_280&otracker=browse&fm=organic&iid=21f4ddcd-b912-402a-a98b-37574942234a.SMWGPB6YV9DUMFS6.SEARCH&ppt=None&ppn=None&ssid=9fbm095rjk0000001710182607160
280,"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","Orange Strap, Free Size",71% off,"₹1,299","₹4,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/b/r/-original-imagyu79b87hvwme.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itme4d41a7681606?pid=SMWGPHT4WMGGHGGC&lid=LSTSMWGPHT4WMGGHGGC7NH1PB&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_281&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBB1dd2aIqXWimaI8n-K6OaIXTioYe-FbSmWt0g3lLi-xg%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
281,Fire-Boltt Ninja Calling Pro Plus 1.83 inch Display Sma...,"Silver Strap, Free Size",88% off,"₹1,149","₹9,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/7/p/b/-original-imagxp8u4gd3pyyz.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-calling-pro-plus-1-83-inch-display-smartwatch-bluetooth-calling-ai-voice/p/itm867974696b635?pid=SMWGGZ74PKPHE8WZ&lid=LSTSMWGGZ74PKPHE8WZISP9RR&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_282&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBAkB9PLFOznENr1gcTLhcGnFtQCzt-ydpW67iWJ91vOzw%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
282,CrossBeats Armour Dive – 1.43” Super AMOLED Swimproof B...,"Black Strap, Free Size",69% off,"₹3,699","₹11,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/g/a/36-3-armour-dive-android-ios-crossbeats-yes-original-imagtzt9e6rubnqb.jpeg?q=70,https://www.flipkart.com/crossbeats-armour-dive-1-43-super-amoled-swimproof-bluetooth-calling-smartwatch/p/itmc67e8ead65b1b?pid=SMWGRDG9PH82FPHJ&lid=LSTSMWGRDG9PH82FPHJRORMRQ&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_283&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGRDG9PH82FPHJ.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
283,AMAZFIT GTR 2 (New version)1.39HD AMOLEDBluetooth calli...,"Black Strap, Free Size",65% off,"₹5,899","₹16,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/f/r/-original-imagxp8t2rgdhuzn.jpeg?q=70,https://www.flipkart.com/amazfit-gtr-2-new-version-1-39hd-amoledbluetooth-callingupto-10-days-battery-life-smartwatch/p/itm5f6b2b8d0531b?pid=SMWGDJWHEFS8H4HN&lid=LSTSMWGDJWHEFS8H4HNXWBUXR&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_284&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGDJWHEFS8H4HN.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
284,"Fire-Boltt Combat 1.95"" Large Display, Rugged Outdoor D...","Black Strap, Free Size",89% off,"₹1,399","₹12,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/9/b/-original-imagxp8u6hd6zhj3.jpeg?q=70,https://www.flipkart.com/fire-boltt-combat-1-95-large-display-rugged-outdoor-design-voice-assistant-bt-calling-smartwatch/p/itmda98566a17fb0?pid=SMWGZQY88GDWJUTM&lid=LSTSMWGZQY88GDWJUTM9XMMMY&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_285&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGZQY88GDWJUTM.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
285,"beatXP Sigma 1.38'' HD Display Bluetooth Calling, Healt...","Ice Silver Strap, Free Size",81% off,₹999,"₹5,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/2/1/35-05-bxio2012-bxio3004-bxsm3004-android-ios-beatxp-yes-original-imagyhzwc3qwsfvb.jpeg?q=70,https://www.flipkart.com/beatxp-sigma-1-38-hd-display-bluetooth-calling-health-tracking-ai-voice-assitant-smartwatch/p/itm1b724a5cb3d6c?pid=SMWGSHCYGMBVRZFC&lid=LSTSMWGSHCYGMBVRZFC5V2VQO&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_286&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGSHCYGMBVRZFC.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
286,"Fire-Boltt Hurricane 1.3"" Curved Glass Display with 360...","Black Strap, Free Size",87% off,"₹1,149","₹8,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/x/b/-original-imagxp9ncr6y7hfd.jpeg?q=70,https://www.flipkart.com/fire-boltt-hurricane-1-3-curved-glass-display-360-health-training-100-sports-modes-smartwatch/p/itm64b4fe6864a92?pid=SMWGD53JGHQMYZFF&lid=LSTSMWGD53JGHQMYZFFAT40XM&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_287&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBA4yFWgrm-f7HLyI6mEsC29aa4G38O9j7Qdu4Hfnv90Dg%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
287,"Boult Crown 1.95'' Screen, BT Calling, Working Crown, Z...","Black Strap, Free Size",71% off,"₹1,299","₹4,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/z/p/h/-original-imagy3zzrax6fuze.jpeg?q=70,https://www.flipkart.com/boult-crown-1-95-screen-bt-calling-working-crown-zinc-alloy-frame-900-nits-spo2-smartwatch/p/itm2adec3fa608bc?pid=SMWGPHT4EHHJEZZM&lid=LSTSMWGPHT4EHHJEZZMZFCOPY&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_288&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBAiUIemsTsUfm1wGJrRfuWcCikxdq4So8R87Ua7tgJLAA%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
288,boAt Wave Arcade with 1.81 inch HD Display and Bluetoot...,"Grey Strap, Free Size",77% off,"₹1,799","₹7,990",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/v/v/e/-original-imagkvyessegcmp5.jpeg?q=70,https://www.flipkart.com/boat-wave-arcade-1-81-inch-hd-display-bluetooth-calling-smartwatch/p/itm8be38c206623a?pid=SMWGKN7TPKDAFH8T&lid=LSTSMWGKN7TPKDAFH8TKBWYTW&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_289&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGKN7TPKDAFH8T.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
289,Ambrane Crest 1.39 inch round display 360*360 High Reso...,"Blue Strap, Regular",80% off,"₹1,299","₹6,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/q/t/x/-original-imagq6fyx8npgjrj.jpeg?q=70,https://www.flipkart.com/ambrane-crest-1-39-inch-round-display-360-360-high-resolution-bt-calling-smartwatch/p/itm6358e26ac1da7?pid=SMWGPQPWZU8FZSTT&lid=LSTSMWGPQPWZU8FZSTTSIWRH8&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_290&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGPQPWZU8FZSTT.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
290,"WTG i8 Pink 1.54"" HD Display Bluetooth Calling, Notific...","Pink Strap, Regular & office Wear",77% off,₹799,"₹3,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/l/a/y/39-i8-pink-new-theme-002-android-ios-wtg-yes-original-imagxpbsgpamppsu.jpeg?q=70,https://www.flipkart.com/wtg-i8-pink-1-54-hd-display-bluetooth-calling-notifications-voice-assist-smartwatch/p/itm74389af50ed20?pid=SMWGXPBSKR59UYDG&lid=LSTSMWGXPBSKR59UYDGP6JMO5&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_291&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBDpxkbEJCoL6QhLCZ1trNnRbcZCszum10Bmx8L7rJ9SSQ%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
291,"Boult CrownX 2.0"" HD Screen, BT Calling, Working Crown,...","Silver Strap, Free Size",62% off,"₹1,499","₹3,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/u/f/-original-imagxfysua9xzzh3.jpeg?q=70,https://www.flipkart.com/boult-crownx-2-0-hd-screen-bt-calling-working-crown-1000nits-metallic-frame-spo2-smartwatch/p/itm3d0b5178890f1?pid=SMWGVZA4E5FRFVWG&lid=LSTSMWGVZA4E5FRFVWGGB0NQ4&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_292&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBB6zu0WbrRB16tlhFohN6FNLe2KIFAXi_sEuqPGv7orwQ%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
292,"Boult CrownR Bluetooth Calling, 1.52'' HD Screen, Zero ...","Coal Black Strap, Free Size",60% off,"₹1,999","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/o/m/f/-original-imagysbheqsjhnrt.jpeg?q=70,https://www.flipkart.com/boult-crownr-bluetooth-calling-1-52-hd-screen-zero-bezels-zinc-alloy-frame-ip67-smartwatch/p/itm3e4550aa58119?pid=SMWGR8XZTNKMGF44&lid=LSTSMWGR8XZTNKMGF448IAADY&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_293&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGR8XZTNKMGF44.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
293,Fastrack FR1|1.39 inch Super UltraVU Display(360*360)|A...,"Black Strap, Free Size",66% off,"₹1,999","₹5,995",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/m/4/d/-original-imagrg4bhhwhukcz.jpeg?q=70,https://www.flipkart.com/fastrack-fr1-1-39-inch-super-ultravu-display-360-360-advanced-bt-calling-split-screen-smartwatch/p/itm16d14382393d2?pid=SMWGPB6ATM4TYJZR&lid=LSTSMWGPB6ATM4TYJZRHRCPPN&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_294&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGPB6ATM4TYJZR.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
294,boAt Lunar Mirage with 1.52 '' HD Display & Advanced Bl...,"Active Black Strap, One Size",81% off,"₹1,499","₹7,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/s/s/q/-original-imagtqpud6bygz26.jpeg?q=70,https://www.flipkart.com/boat-lunar-mirage-1-52-hd-display-advanced-bluetooth-calling-smartwatch/p/itmb51a56d64b535?pid=SMWGTBREWE6ZP2XF&lid=LSTSMWGTBREWE6ZP2XFLOXJEP&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_295&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGTBREWE6ZP2XF.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
295,"Fire-Boltt Talk 1.28""Bluetooth Calling with SpO2, Metal...","Blue Strap, L",89% off,"₹1,099","₹9,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/i/h/z/-original-imagkghdtx8csgfg.jpeg?q=70,https://www.flipkart.com/fire-boltt-talk-1-28-bluetooth-calling-spo2-metal-body-luxury-design-smartwatch/p/itme1dc1bb7fb877?pid=SMWGAC564QGZAD4N&lid=LSTSMWGAC564QGZAD4NN0ARGE&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_296&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGAC564QGZAD4N.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
296,"Ambrane Wise Glaze with 1.78"" Amoled display, BT Callin...","Grey Strap, Regular",78% off,"₹1,299","₹5,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/u/u/-original-imagkpn3ryyxuwh2.jpeg?q=70,https://www.flipkart.com/ambrane-wise-glaze-1-78-amoled-display-bt-calling-spo2-heart-rate-monitor-smartwatch/p/itmf56611b0e055e?pid=SMWGK3DY4Q7JF2YS&lid=LSTSMWGK3DY4Q7JF2YSII7HDE&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_297&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBDX8iTJHYMDqIKc5LwZluqkpEoHcNjaXcOQhJRcMCpFYQ%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
297,Fire-Boltt Hulk 1.78 inch Amoled Bluetooth Calling with...,"Black Strap, 1.78",91% off,"₹1,599","₹17,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/y/o/m/-original-imagxp8vgh8xvg2w.jpeg?q=70,https://www.flipkart.com/fire-boltt-hulk-1-78-inch-amoled-bluetooth-calling-120-sports-modes-smartwatch/p/itm17633d2c8c127?pid=SMWGGZR5SKFUPZBA&lid=LSTSMWGGZR5SKFUPZBAXKDHNM&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_298&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBDUp07tpx-KDWh3WqZxEqkH0Mh3cEJubgOUnLrnjUwgew%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
298,Ambrane Crest Pro 1.52'' display 360*360 High Resolutio...,"Black Strap, Regular",81% off,"₹1,299","₹6,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/j/4/1/-original-imagp8xyj2qzcnm5.jpeg?q=70,https://www.flipkart.com/ambrane-crest-pro-1-52-display-360-360-high-resolution-600-nits-bright-bt-calling-smartwatch/p/itmc00b2c0dded4f?pid=SMWGZ3MYX2Z2TGHE&lid=LSTSMWGZ3MYX2Z2TGHEA8I7KU&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_299&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGZ3MYX2Z2TGHE.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
299,"beatXP Marv Ace 1.85'' HD BT Calling, 100+ Sports Modes...","Persian Blue Strap, Free Size",85% off,₹799,"₹5,499",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/h/f/f/46-99-bxio2013-bxio3003-bxsm3008-android-ios-beatxp-yes-original-imagyhzhv7udyzgg.jpeg?q=70,https://www.flipkart.com/beatxp-marv-ace-1-85-hd-bt-calling-100-sports-modes-ip67-smartwatch/p/itme2b545e14c590?pid=SMWGSGQKV8VUKFXN&lid=LSTSMWGSGQKV8VUKFXNYBNBIH&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_300&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGSGQKV8VUKFXN.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
300,Fire-Boltt Ninja Talk 1.39'' Round Bluetooth Calling Sm...,"Black Strap, 1.39",89% off,"₹1,299","₹11,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/p/6/8/-original-imagxp8vgdpkhkgx.jpeg?q=70,https://www.flipkart.com/fire-boltt-ninja-talk-1-39-round-bluetooth-calling-smartwatch-metal-body-120-sports-modes/p/itm7eedef2f3e96f?pid=SMWGNYZKTDZZZGWS&lid=LSTSMWGNYZKTDZZZGWSFWF7AJ&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_301&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBD4PaMbC70Oz54GBaWi_tDMMMldsvZD2ecyyql5gj3NOA%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
301,GENTLEMOB Android/iPhone smartwatch 1.43HD BT Caling 4G...,"NA Strap, Free",62% off,"₹1,890","₹4,999",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/f/f/p/40-g9g-android-ios-gentlemob-yes-original-imagvbydfdvyqux8.jpeg?q=70,https://www.flipkart.com/gentlemob-android-iphone-smartwatch-1-43hd-bt-caling-4g-network-x9-pro-ultra-s8/p/itmf20d323725c46?pid=SMWGVBYDVYXQX5VR&lid=LSTSMWGVBYDVYXQX5VRFABO3H&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_302&otracker=browse&fm=organic&iid=en_cbNHFr5jg5Myh2wOsQT3Lunrt-SrzeXmWZUI4jRpmBANCThDLq09m86dRm7-L3cFlUhXzf3nPqZbRXBjNJhq8w%3D%3D&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
302,Fire-Boltt Blizzard Ultra 1.28'' Premium Luxury Smartwa...,"Silver Strap, Free Size",88% off,"₹2,499","₹21,000",https://rukminim2.flixcart.com/image/612/612/xif0q/smartwatch/a/3/0/-original-imagrswfqczauhbw.jpeg?q=70,https://www.flipkart.com/fire-boltt-blizzard-ultra-1-28-premium-luxury-smartwatch-jewel-studded-dial/p/itma2b9beff7d733?pid=SMWGPHTJPHJKGVHX&lid=LSTSMWGPHTJPHJKGVHXAQ0UZA&marketplace=FLIPKART&store=ajy%2Fbuh&srno=b_8_303&otracker=browse&fm=organic&iid=4fdef955-a9d8-45fd-a880-2bf8b3df55cf.SMWGPHTJPHJKGVHX.SEARCH&ppt=None&ppn=None&ssid=mqnhlk7go00000001710182609377
